Question,Category
Convert -118.12510 in 32-bit Single Precision IEEE 754Bnary Floating Point Standard,Apply
Write down the truth table of Full Adder. Implement a fu11 adder using two Half Adders Show that,Apply
Express the following Boolean Equations in POS (Product-of-Sums),Apply
Briefly explain the following access methods in computer memory with a suitable example.,Understand
Differentiate RISC 1rom CISC in computer organization.,Understand
Convert the following numbers to Base 2 (Binary),Apply
Represent the following numbers in Two's complement form,Apply
Add the following binary numbers,Apply
Subtract the following numbers,Apply
Differentiate Weighted codes from Non-weighted codes. Provide an example for each.,Understand
Find the complement of the expression A+BC,Apply
Verify the distribution law X (Y + Z) =XY + XZ using perfect Induction method.,Understand
List down the basic components computer.,Remember
Differentiate Computer organization from Computer Architecture.,Understand
Briefly explain the major components of CPU,Understand
"Illustrate ""Instruction Cycle"" using a diagram",Apply
what is an Interrupt'? List the classes of interrupt,Remember
Explain the following steps in detail.,Understand
Define System Bus.,Remember
Explain the following statement with suitable example,Understand
Categorize the memory based on access methods. Provide a suitable example for each of the category,Understand
"Draw the Memory Hierarchy diagram. Indicate how cost per bit, capacity and access time change down the hierarchy.",Apply
Differentiate RISC from CISC,Understand
Verify the De Morgan’s theorem X+Y= XY using Perfect Induction method,Understand
List down the main functions of a computer.,Remember
"Define the term ""Bus Structurer”?",Remember
List down five (05) key characteristics of computer memory systems,Remember
Differentiate volatile memory from non-volatile memory,Understand
Explain the following statement:,Understand
Draw the Memory Hierarchy diagram.,Apply
Compare and contrast RISC and CISC,Understand
"Create a database named ""school ICT0xx"""" within the folder you created.",Apply
"Create a table ""'Students"" to store the details of students of the School. Use the following table structure",Apply
"insert the following records to the table ""'Students”",Apply
"Create a form named ""StudentDetails'"" From the table ""Students”",Apply
